idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
209,tt1832382,A Separation,['Drama'],"['emigration', 'class', 'money', 'maid', 'divorce', 'iran', 'caregiver', ""alzheimer's disease"", 'marital separation', 'iranian']",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,7.939625,2011-03-15,"Ugly truth, sweet lies.",7.8,474,"['married', 'couple', 'faced', 'difficult', 'decision', '-', 'improve', 'life', 'child', 'moving', 'another', 'country', 'stay', 'iran', 'look', 'deteriorating', 'parent', 'alzheimer', 'disease']","['ugly', 'truth', 'sweet', 'lies']"
210,tt1291584,Warrior,"['Action', 'Drama']","['bank', 'training', 'beating', 'mixed martial arts', 'teacher', 'muscleman', 'combat', 'alcoholic', 'gym', 'exercise']","The inspirational story of an estranged family that finds redemption in the unlikeliest of places?已죋e MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for ??턯arta?? the biggest MMA tournament ever held. But when Tommy???underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",13.121626,2011-09-09,Fight for Family,7.7,1297,"['inspirational', 'story', 'estranged', 'family', 'finds', 'redemption', 'unlikeliest', 'places', '已죋e', 'mma', 'ring', 'tommy', 'riordan', '(', 'tom', 'hardy', ')', 'ex-marine', 'tragic', 'past', 'returns', 'home', 'enlists', 'father', '(', 'nick', 'nolte', ')', 'recovering', 'alcoholic', 'former', 'wrestling', 'coach', 'train', '?턯arta', 'biggest', 'mma', 'tournament', 'ever', 'held', 'tommy', 'underdog', 'brother', 'brendan', '(', 'joel', 'edgerton', ')', 'fights', 'way', 'tournament', 'two', 'brothers', 'must', 'finally', 'confront', 'forces', 'pulled', 'apart', 'ensues', 'gut-wrenching', 'soul-stirring', 'unforgettable', 'battle', 'lives']","['fight', 'family']"
211,tt1345836,The Dark Knight Rises,"['Action', 'Crime', 'Drama', 'Thriller']","['dc comics', 'crime fighter', 'terrorist', 'secret identity', 'burglar', 'hostage drama', 'time bomb', 'gotham city', 'vigilante', 'cover-up', 'superhero', 'villainess', 'tragic hero', 'terrorism', 'destruction', 'catwoman', 'cat burglar', 'imax', 'flood', 'criminal underworld', 'batman']","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",20.58258,2012-07-16,The Legend Ends,7.6,9263,"['following', 'death', 'district', 'attorney', 'harvey', 'dent', 'batman', 'assumes', 'responsibility', 'dent', 'crimes', 'protect', 'late', 'attorney', 'reputation', 'subsequently', 'hunted', 'gotham', 'city', 'police', 'department', 'eight', 'years', 'later', 'batman', 'encounters', 'mysterious', 'selina', 'kyle', 'villainous', 'bane', 'new', 'terrorist', 'leader', 'overwhelms', 'gotham', 'finest', 'dark', 'knight', 'resurfaces', 'protect', 'city', 'branded', 'enemy']","['legend', 'ends']"
212,tt1675434,The Intouchables,"['Drama', 'Comedy']","['male friendship', 'masseuse', 'friendship', 'aristocrat', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger']",A true story of two men who should never have met ??a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,16.086919,2011-11-02,Sometimes you have to reach into someone else's world to find out what's missing in your own.,8.2,5410,"['true', 'story', 'two', 'men', 'never', 'met', 'quadriplegic', 'aristocrat', 'injured', 'paragliding', 'accident', 'young', 'man', 'projects']","['sometimes', 'reach', 'someone', 'else', 'world', 'find', 'missing']"
213,tt2106476,The Hunt,['Drama'],"['father son relationship', 'denmark', 'lie', 'pedophilia', 'kindergarten', 'father', 'deer', 'children', 'teacher', 'school', 'pedophile', 'divorce', 'hunting']","A teacher lives a lonely life, all the while struggling over his son???custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.462801,2012-08-28,The lie is spreading.,7.9,946,"['teacher', 'lives', 'lonely', 'life', 'struggling', 'son', 'custody', 'life', 'slowly', 'gets', 'better', 'finds', 'love', 'receives', 'good', 'news', 'son', 'new', 'luck', 'brutally', 'shattered', 'innocent', 'little', 'lie']","['lie', 'spreading']"
214,tt1853728,Django Unchained,"['Drama', 'Western']","['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",19.785025,2012-12-25,"Life, liberty and the pursuit of vengeance.",7.8,10297,"['help', 'german', 'bounty', 'hunter', 'freed', 'slave', 'sets', 'rescue', 'wife', 'brutal', 'mississippi', 'plantation', 'owner']","['life', 'liberty', 'pursuit', 'vengeance']"
215,tt1392214,Prisoners,"['Drama', 'Thriller', 'Crime']","['pennsylvania', 'kidnapping', 'maze', 'vigilante', 'rural setting', 'candlelight vigil']","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",11.96262,2013-09-18,Every moment matters.,7.9,3183,"['keller', 'dover', 'daughter', 'friend', 'go', 'missing', 'takes', 'matters', 'hands', 'police', 'pursue', 'multiple', 'leads', 'pressure', 'mounts', 'far', 'desperate', 'father', 'go', 'protect', 'family']","['every', 'moment', 'matters']"
216,tt1979320,Rush,"['Drama', 'Action']","['world champion', 'sport', 'racing car', 'automobile racing', 'based on true events', 'formula one']",A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,10.63552,2013-09-02,Everyone's driven by something.,7.7,2310,"['biographical', 'drama', 'centered', 'rivalry', 'formula', '1', 'drivers', 'james', 'hunt', 'niki', 'lauda', '1976', 'formula', 'one', 'motor-racing', 'season']","['everyone', 'driven', 'something']"
217,tt2024544,12 Years a Slave,"['Drama', 'History']","['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century', 'sold into slavery', 'abolitionist']","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon???chance meeting with a Canadian abolitionist will forever alter his life.",30.316249,2013-10-18,The extraordinary true story of Solomon Northup,7.9,3787,"['pre-civil', 'war', 'united', 'states', 'solomon', 'northup', 'free', 'black', 'man', 'upstate', 'new', 'york', 'abducted', 'sold', 'slavery', 'facing', 'cruelty', 'well', 'unexpected', 'kindnesses', 'solomon', 'struggles', 'stay', 'alive', 'retain', 'dignity', 'twelfth', 'year', 'unforgettable', 'odyssey', 'solomon', 'chance', 'meeting', 'canadian', 'abolitionist', 'forever', 'alter', 'life']","['extraordinary', 'true', 'story', 'solomon', 'northup']"
218,tt0993846,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']","['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",16.382422,2013-12-25,EARN. SPEND. PARTY.,7.9,6768,"['new', 'york', 'stockbroker', 'refuses', 'cooperate', 'large', 'securities', 'fraud', 'case', 'involving', 'corruption', 'wall', 'street', 'corporate', 'banking', 'world', 'mob', 'infiltration', 'based', 'jordan', 'belfort', 'autobiography']","['earn', 'spend', 'party']"
219,tt2278388,The Grand Budapest Hotel,"['Comedy', 'Drama']","['hotel', 'painting', 'wartime', 'gunfight', 'theft', 'european', 'hotel lobby', 'renaissance painting']","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted prot梨뷺梨? The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",14.442048,2014-02-26,A perfect holiday without leaving home.,8,4644,"['grand', 'budapest', 'hotel', 'tells', 'legendary', 'concierge', 'famous', 'european', 'hotel', 'wars', 'friendship', 'young', 'employee', 'becomes', 'trusted', 'story', 'involves', 'theft', 'recovery', 'priceless', 'renaissance', 'painting', 'battle', 'enormous', 'family', 'fortune', 'slow', 'sudden', 'upheavals', 'transformed', 'europe', 'first', 'half', '20th', 'century']","['perfect', 'holiday', 'without', 'leaving', 'home']"
220,tt0816692,Interstellar,"['Adventure', 'Drama', 'Science Fiction']","['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']",Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,32.213481,2014-11-05,Mankind was born on Earth. It was never meant to die here.,8.1,11187,"['interstellar', 'chronicles', 'adventures', 'group', 'explorers', 'make', 'use', 'newly', 'discovered', 'wormhole', 'surpass', 'limitations', 'human', 'space', 'travel', 'conquer', 'vast', 'distances', 'involved', 'interstellar', 'voyage']","['mankind', 'born', 'earth', 'never', 'meant', 'die']"
221,tt2582802,Whiplash,['Drama'],"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",64.29999,2014-10-10,The road to greatness can take you to the edge.,8.3,4376,"['direction', 'ruthless', 'instructor', 'talented', 'young', 'drummer', 'begins', 'pursue', 'perfection', 'cost', 'even', 'humanity']","['road', 'greatness', 'take', 'edge']"
222,tt2267998,Gone Girl,"['Mystery', 'Thriller', 'Drama']","['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",154.801009,2014-10-01,You don't know what you've got 'til it's...,7.9,6023,"['wife', 'disappearance', 'become', 'focus', 'intense', 'media', 'circus', 'man', 'sees', 'spotlight', 'turned', 'suspected', 'may', 'innocent']","['know', ""'ve"", 'got', ""'til""]"
223,tt3011894,Wild Tales,"['Drama', 'Thriller', 'Comedy']","['revenge', 'wedding party', 'road rage']",Six short stories that explore the extremities of human behavior involving people in distress.,8.764888,2014-08-21,We can all lose control,7.7,878,"['six', 'short', 'stories', 'explore', 'extremities', 'human', 'behavior', 'involving', 'people', 'distress']","['lose', 'control']"
224,tt1392190,Mad Max: Fury Road,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['future', 'chase', 'post-apocalyptic', 'dystopia', 'australia', 'rescue', 'survival', 'on the run', 'convoy', 'peak oil', 'dark future']","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",29.36178,2015-05-13,What a Lovely Day.,7.3,9629,"['apocalyptic', 'story', 'set', 'furthest', 'reaches', 'planet', 'stark', 'desert', 'landscape', 'humanity', 'broken', 'everyone', 'crazed', 'fighting', 'necessities', 'life', 'within', 'world', 'exist', 'two', 'rebels', 'run', 'might', 'able', 'restore', 'order', 'max', 'man', 'action', 'man', 'words', 'seeks', 'peace', 'mind', 'following', 'loss', 'wife', 'child', 'aftermath', 'chaos', 'furiosa', 'woman', 'action', 'woman', 'believes', 'path', 'survival', 'may', 'achieved', 'make', 'across', 'desert', 'back', 'childhood', 'homeland']","['lovely', 'day']"
